"","Sample_set","Site","Date","Zone_name","Zone","Meter","Vegetation_species","pcent_basal_cover","Elevation_NAVD88","Elevation_MSL","Simplified_zone_name"
"2307",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",9,"Rhizophora mangle",3,0.159140116582268,0.443140116582268,"Mangrove"
"2308",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",9.5,"none/detritus",2,0.158536640626317,0.442536640626317,"Mangrove"
"2309",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",9.5,"none/detritus",78,0.158536640626317,0.442536640626317,"Mangrove"
"2310",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",9.5,"Pneumatophore",5,0.158536640626317,0.442536640626317,"Mangrove"
"2311",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",9.5,"Rhizophora mangle",15,0.158536640626317,0.442536640626317,"Mangrove"
"2312",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10,"none/detritus",1,0.15317923150195,0.43717923150195,"Mangrove"
"2313",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10,"none/detritus",93,0.15317923150195,0.43717923150195,"Mangrove"
"2314",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10,"Pneumatophore",3,0.15317923150195,0.43717923150195,"Mangrove"
"2315",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10,"Rhizophora mangle",3,0.15317923150195,0.43717923150195,"Mangrove"
"2316",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10.5,"none/detritus",2,0.147821822377583,0.431821822377583,"Mangrove"
"2317",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10.5,"none/detritus",86,0.147821822377583,0.431821822377583,"Mangrove"
"2318",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10.5,"Pneumatophore",10,0.147821822377583,0.431821822377583,"Mangrove"
"2319",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",10.5,"Rhizophora mangle",2,0.147821822377583,0.431821822377583,"Mangrove"
"2320",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11,"none/detritus",3,0.144799334292503,0.428799334292503,"Mangrove"
"2321",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11,"none/detritus",88,0.144799334292503,0.428799334292503,"Mangrove"
"2322",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11,"Pneumatophore",8,0.144799334292503,0.428799334292503,"Mangrove"
"2323",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11,"Rhizophora mangle",1,0.144799334292503,0.428799334292503,"Mangrove"
"2324",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11.5,"none/detritus",2,0.143314741877706,0.427314741877706,"Mangrove"
"2325",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11.5,"none/detritus",84,0.143314741877706,0.427314741877706,"Mangrove"
"2326",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11.5,"Pneumatophore",12,0.143314741877706,0.427314741877706,"Mangrove"
"2327",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",11.5,"Rhizophora mangle",2,0.143314741877706,0.427314741877706,"Mangrove"
"2328",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12,"none/detritus",1,0.14183014946291,0.42583014946291,"Mangrove"
"2329",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12,"none/detritus",81,0.14183014946291,0.42583014946291,"Mangrove"
"2330",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12,"Pneumatophore",10,0.14183014946291,0.42583014946291,"Mangrove"
"2331",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12,"Rhizophora mangle",8,0.14183014946291,0.42583014946291,"Mangrove"
"2332",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12.5,"none/detritus",5,0.142392485070204,0.426392485070204,"Mangrove"
"2333",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12.5,"none/detritus",81,0.142392485070204,0.426392485070204,"Mangrove"
"2334",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12.5,"Pneumatophore",6,0.142392485070204,0.426392485070204,"Mangrove"
"2335",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",12.5,"Rhizophora mangle",8,0.142392485070204,0.426392485070204,"Mangrove"
"2336",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13,"none/detritus",2,0.144819717261621,0.428819717261621,"Mangrove"
"2337",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13,"none/detritus",93,0.144819717261621,0.428819717261621,"Mangrove"
"2338",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13,"Pneumatophore",5,0.144819717261621,0.428819717261621,"Mangrove"
"2339",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13.5,"none/detritus",1,0.147246949453037,0.431246949453037,"Mangrove"
"2340",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13.5,"none/detritus",88,0.147246949453037,0.431246949453037,"Mangrove"
"2341",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13.5,"Pneumatophore",8,0.147246949453037,0.431246949453037,"Mangrove"
"2342",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",13.5,"Rhizophora mangle",3,0.147246949453037,0.431246949453037,"Mangrove"
"2343",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14,"none/detritus",3,0.155698777193183,0.439698777193183,"Mangrove"
"2344",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14,"none/detritus",81,0.155698777193183,0.439698777193183,"Mangrove"
"2345",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14,"Pneumatophore",6,0.155698777193183,0.439698777193183,"Mangrove"
"2346",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14,"Rhizophora mangle",10,0.155698777193183,0.439698777193183,"Mangrove"
"2347",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14.5,"none/detritus",4,0.169951377482929,0.453951377482929,"Mangrove"
"2348",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14.5,"none/detritus",81,0.169951377482929,0.453951377482929,"Mangrove"
"2349",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",14.5,"Pneumatophore",15,0.169951377482929,0.453951377482929,"Mangrove"
"2350",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15,"none/detritus",2,0.184203977772676,0.468203977772676,"Mangrove"
"2351",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15,"none/detritus",82,0.184203977772676,0.468203977772676,"Mangrove"
"2352",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15,"Pneumatophore",8,0.184203977772676,0.468203977772676,"Mangrove"
"2353",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15,"Rhizophora mangle",8,0.184203977772676,0.468203977772676,"Mangrove"
"2354",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15.5,"none/detritus",1,0.189551469131853,0.473551469131853,"Mangrove"
"2355",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15.5,"none/detritus",84,0.189551469131853,0.473551469131853,"Mangrove"
"2356",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",15.5,"Pneumatophore",15,0.189551469131853,0.473551469131853,"Mangrove"
"2357",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16,"none/detritus",4,0.183091694959454,0.467091694959454,"Mangrove"
"2358",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16,"none/detritus",82,0.183091694959454,0.467091694959454,"Mangrove"
"2359",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16,"Pneumatophore",12,0.183091694959454,0.467091694959454,"Mangrove"
"2360",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16,"Rhizophora mangle",2,0.183091694959454,0.467091694959454,"Mangrove"
"2361",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16.5,"none/detritus",5,0.176631920787056,0.460631920787056,"Mangrove"
"2362",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16.5,"none/detritus",82,0.176631920787056,0.460631920787056,"Mangrove"
"2363",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16.5,"Pneumatophore",12,0.176631920787056,0.460631920787056,"Mangrove"
"2364",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",16.5,"Rhizophora mangle",1,0.176631920787056,0.460631920787056,"Mangrove"
"2365",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17,"none/detritus",1,0.173651994478762,0.457651994478762,"Mangrove"
"2366",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17,"none/detritus",86,0.173651994478762,0.457651994478762,"Mangrove"
"2367",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17,"Pneumatophore",8,0.173651994478762,0.457651994478762,"Mangrove"
"2368",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17,"Rhizophora mangle",5,0.173651994478762,0.457651994478762,"Mangrove"
"2369",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17.5,"none/detritus",2,0.176779602825774,0.460779602825774,"Mangrove"
"2370",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17.5,"none/detritus",81,0.176779602825774,0.460779602825774,"Mangrove"
"2371",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17.5,"Pneumatophore",7,0.176779602825774,0.460779602825774,"Mangrove"
"2372",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",17.5,"Rhizophora mangle",10,0.176779602825774,0.460779602825774,"Mangrove"
"2373",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18,"none/detritus",1,0.179907211172786,0.463907211172786,"Mangrove"
"2374",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18,"none/detritus",93,0.179907211172786,0.463907211172786,"Mangrove"
"2375",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18,"Pneumatophore",3,0.179907211172786,0.463907211172786,"Mangrove"
"2376",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18,"Rhizophora mangle",3,0.179907211172786,0.463907211172786,"Mangrove"
"2377",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18.5,"none/detritus",1,0.175710885959632,0.459710885959632,"Mangrove"
"2378",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18.5,"none/detritus",87,0.175710885959632,0.459710885959632,"Mangrove"
"2379",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18.5,"Pneumatophore",5,0.175710885959632,0.459710885959632,"Mangrove"
"2380",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",18.5,"Rhizophora mangle",7,0.175710885959632,0.459710885959632,"Mangrove"
"2381",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",19,"none/detritus",91,0.157415141317413,0.441415141317413,"Mangrove"
"2382",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",19,"Pneumatophore",4,0.157415141317413,0.441415141317413,"Mangrove"
"2383",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",19,"Rhizophora mangle",5,0.157415141317413,0.441415141317413,"Mangrove"
"2384",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",19.5,"none/detritus",94,0.139119396675194,0.423119396675194,"Mangrove"
"2385",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",19.5,"Pneumatophore",3,0.139119396675194,0.423119396675194,"Mangrove"
"2386",1,"Mosaic (Archie Creek)","2/9/2016","Mangrove Fringe","A",19.5,"Rhizophora mangle",3,0.139119396675194,0.423119396675194,"Mangrove"
"2387",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",20,"none/detritus",100,0.12012480756392,0.40412480756392,"Mangrove"
"2388",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",20.5,"none/detritus",100,0.0991395318630415,0.383139531863041,"Mangrove"
"2389",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",21,"none/detritus",100,0.0781542561621629,0.362154256162163,"Mangrove"
"2390",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",21.5,"none/detritus",81,0.0676685965786488,0.351668596578649,"Mangrove"
"2391",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",21.5,"Pneumatophore",15,0.0676685965786488,0.351668596578649,"Mangrove"
"2392",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",21.5,"Rhizophora mangle",4,0.0676685965786488,0.351668596578649,"Mangrove"
"2393",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",22,"none/detritus",94,0.109885727649395,0.393885727649395,"Mangrove"
"2394",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",22,"Pneumatophore",5,0.109885727649395,0.393885727649395,"Mangrove"
"2395",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",22,"Rhizophora mangle",1,0.109885727649395,0.393885727649395,"Mangrove"
"2396",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",22.5,"none/detritus",95,0.152102858720142,0.436102858720142,"Mangrove"
"2397",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",22.5,"Pneumatophore",5,0.152102858720142,0.436102858720142,"Mangrove"
"2398",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23,"Laguncularia racemosa",5,0.187041299242959,0.471041299242959,"Mangrove"
"2399",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23,"none/detritus",2,0.187041299242959,0.471041299242959,"Mangrove"
"2400",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23,"none/detritus",88,0.187041299242959,0.471041299242959,"Mangrove"
"2401",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23,"Pneumatophore",5,0.187041299242959,0.471041299242959,"Mangrove"
"2402",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23.5,"Laguncularia racemosa",3,0.195121657232162,0.479121657232162,"Mangrove"
"2403",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23.5,"none/detritus",2,0.195121657232162,0.479121657232162,"Mangrove"
"2404",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23.5,"none/detritus",93,0.195121657232162,0.479121657232162,"Mangrove"
"2405",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",23.5,"Pneumatophore",2,0.195121657232162,0.479121657232162,"Mangrove"
"2406",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24,"Laguncularia racemosa",8,0.203202015221365,0.487202015221365,"Mangrove"
"2407",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24,"none/detritus",2,0.203202015221365,0.487202015221365,"Mangrove"
"2408",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24,"none/detritus",87,0.203202015221365,0.487202015221365,"Mangrove"
"2409",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24,"Pneumatophore",3,0.203202015221365,0.487202015221365,"Mangrove"
"2410",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24.5,"Laguncularia racemosa",1,0.209642109042701,0.493642109042701,"Mangrove"
"2411",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24.5,"none/detritus",96,0.209642109042701,0.493642109042701,"Mangrove"
"2412",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",24.5,"Pneumatophore",3,0.209642109042701,0.493642109042701,"Mangrove"
"2413",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",25,"Laguncularia racemosa",1,0.204063983966311,0.488063983966311,"Mangrove"
"2414",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",25,"none/detritus",96,0.204063983966311,0.488063983966311,"Mangrove"
"2415",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",25,"Pneumatophore",3,0.204063983966311,0.488063983966311,"Mangrove"
"2416",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",25.5,"Laguncularia racemosa",3,0.198485858889921,0.482485858889921,"Mangrove"
"2417",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",25.5,"none/detritus",94,0.198485858889921,0.482485858889921,"Mangrove"
"2418",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",25.5,"Pneumatophore",3,0.198485858889921,0.482485858889921,"Mangrove"
"2419",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26,"Laguncularia racemosa",3,0.193182926024071,0.477182926024071,"Mangrove"
"2420",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26,"none/detritus",93,0.193182926024071,0.477182926024071,"Mangrove"
"2421",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26,"Pneumatophore",4,0.193182926024071,0.477182926024071,"Mangrove"
"2422",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26.5,"Laguncularia racemosa",3,0.192180773394963,0.476180773394963,"Mangrove"
"2423",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26.5,"none/detritus",3,0.192180773394963,0.476180773394963,"Mangrove"
"2424",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26.5,"none/detritus",86,0.192180773394963,0.476180773394963,"Mangrove"
"2425",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",26.5,"Pneumatophore",8,0.192180773394963,0.476180773394963,"Mangrove"
"2426",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27,"Laguncularia racemosa",5,0.191178620765855,0.475178620765855,"Mangrove"
"2427",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27,"none/detritus",1,0.191178620765855,0.475178620765855,"Mangrove"
"2428",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27,"none/detritus",91,0.191178620765855,0.475178620765855,"Mangrove"
"2429",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27,"Pneumatophore",3,0.191178620765855,0.475178620765855,"Mangrove"
"2430",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27.5,"Laguncularia racemosa",4,0.189990585989757,0.473990585989757,"Mangrove"
"2431",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27.5,"none/detritus",93,0.189990585989757,0.473990585989757,"Mangrove"
"2432",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",27.5,"Pneumatophore",3,0.189990585989757,0.473990585989757,"Mangrove"
"2433",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28,"Laguncularia racemosa",3,0.179040572490435,0.463040572490435,"Mangrove"
"2434",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28,"none/detritus",93,0.179040572490435,0.463040572490435,"Mangrove"
"2435",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28,"Pneumatophore",4,0.179040572490435,0.463040572490435,"Mangrove"
"2436",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28.5,"Laguncularia racemosa",4,0.168090558991113,0.452090558991113,"Mangrove"
"2437",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28.5,"none/detritus",1,0.168090558991113,0.452090558991113,"Mangrove"
"2438",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28.5,"none/detritus",89,0.168090558991113,0.452090558991113,"Mangrove"
"2439",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",28.5,"Pneumatophore",6,0.168090558991113,0.452090558991113,"Mangrove"
"2440",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",29,"Laguncularia racemosa",4,0.157140545491791,0.441140545491791,"Mangrove"
"2441",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",29,"none/detritus",92,0.157140545491791,0.441140545491791,"Mangrove"
"2442",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",29,"Pneumatophore",4,0.157140545491791,0.441140545491791,"Mangrove"
"2443",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",29.5,"Laguncularia racemosa",2,0.159911414686488,0.443911414686488,"Mangrove"
"2444",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",29.5,"none/detritus",95,0.159911414686488,0.443911414686488,"Mangrove"
"2445",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",29.5,"Pneumatophore",3,0.159911414686488,0.443911414686488,"Mangrove"
"2446",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30,"Avicennia germinans",1,0.162896787378926,0.446896787378926,"Mangrove"
"2447",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30,"Laguncularia racemosa",3,0.162896787378926,0.446896787378926,"Mangrove"
"2448",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30,"none/detritus",91,0.162896787378926,0.446896787378926,"Mangrove"
"2449",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30,"Pneumatophore",3,0.162896787378926,0.446896787378926,"Mangrove"
"2450",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30,"Pneumatophore",2,0.162896787378926,0.446896787378926,"Mangrove"
"2451",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30.5,"Laguncularia racemosa",4,0.165882160071364,0.449882160071364,"Mangrove"
"2452",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30.5,"none/detritus",92,0.165882160071364,0.449882160071364,"Mangrove"
"2453",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",30.5,"Pneumatophore",4,0.165882160071364,0.449882160071364,"Mangrove"
"2454",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31,"Laguncularia racemosa",2,0.164835011410687,0.448835011410687,"Mangrove"
"2455",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31,"none/detritus",2,0.164835011410687,0.448835011410687,"Mangrove"
"2456",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31,"none/detritus",91,0.164835011410687,0.448835011410687,"Mangrove"
"2457",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31,"Pneumatophore",5,0.164835011410687,0.448835011410687,"Mangrove"
"2458",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31.5,"Laguncularia racemosa",1,0.163445165529848,0.447445165529848,"Mangrove"
"2459",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31.5,"none/detritus",2,0.163445165529848,0.447445165529848,"Mangrove"
"2460",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31.5,"none/detritus",92,0.163445165529848,0.447445165529848,"Mangrove"
"2461",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",31.5,"Pneumatophore",5,0.163445165529848,0.447445165529848,"Mangrove"
"2462",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32,"Avicennia germinans",1,0.162055319649008,0.446055319649008,"Mangrove"
"2463",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32,"Laguncularia racemosa",3,0.162055319649008,0.446055319649008,"Mangrove"
"2464",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32,"none/detritus",1,0.162055319649008,0.446055319649008,"Mangrove"
"2465",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32,"none/detritus",90,0.162055319649008,0.446055319649008,"Mangrove"
"2466",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32,"Pneumatophore",1,0.162055319649008,0.446055319649008,"Mangrove"
"2467",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32,"Pneumatophore",4,0.162055319649008,0.446055319649008,"Mangrove"
"2468",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32.5,"Avicennia germinans",1,0.165534713997067,0.449534713997067,"Mangrove"
"2469",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32.5,"Laguncularia racemosa",4,0.165534713997067,0.449534713997067,"Mangrove"
"2470",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32.5,"none/detritus",1,0.165534713997067,0.449534713997067,"Mangrove"
"2471",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32.5,"none/detritus",90,0.165534713997067,0.449534713997067,"Mangrove"
"2472",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32.5,"Pneumatophore",3,0.165534713997067,0.449534713997067,"Mangrove"
"2473",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",32.5,"Pneumatophore",1,0.165534713997067,0.449534713997067,"Mangrove"
"2474",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33,"Laguncularia racemosa",8,0.169863935173341,0.453863935173341,"Mangrove"
"2475",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33,"none/detritus",89,0.169863935173341,0.453863935173341,"Mangrove"
"2476",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33,"Pneumatophore",3,0.169863935173341,0.453863935173341,"Mangrove"
"2477",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33.5,"Laguncularia racemosa",2,0.174193156349616,0.458193156349616,"Mangrove"
"2478",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33.5,"none/detritus",3,0.174193156349616,0.458193156349616,"Mangrove"
"2479",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33.5,"none/detritus",90,0.174193156349616,0.458193156349616,"Mangrove"
"2480",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33.5,"Pneumatophore",2,0.174193156349616,0.458193156349616,"Mangrove"
"2481",1,"Mosaic (Archie Creek)","2/9/2016","Immature Mangrove Fringe","B",33.5,"Pneumatophore",3,0.174193156349616,0.458193156349616,"Mangrove"
